# Results for 1000 trials
# n   time (msec)
# ---------------
1  0
2  1
3  0
4  0
5  0
6  0
7  1
8  0
9  0
10  0
11  0
12  2
13  2
14  2
15  2
16  1
17  1
18  1
19  0
20  1
21  2
22  1
23  1
24  1
25  1
26  1
27  1
28  2
29  1
30  1
31  5
32  3
33  1
34  2
35  3
36  2
37  1
38  1
39  2
40  1
41  1
42  2
43  1
44  1
45  2
46  2
47  2
48  2
49  1
50  1
